IndicatorId,Indicator Name,CategoryId,Category
AFR0195,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 2,2,Infants (0-11 Months)
AFR0195,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 2,1015,<12 months
AFR0196,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 1,2,Infants (0-11 Months)
AFR0196,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 1,29,Total
AFR0196,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - Polio 1,1015,<12 months
AFR0197,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - BCG,2,Infants (0-11 Months)
AFR0197,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - BCG,28,Both sexes (male and female)
AFR0197,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - BCG,29,Total
AFR0197,Immunization coverage rate by vaccine for each vaccine in the national schedule [SDG 3.b.1] - BCG,1015,<12 months
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,1,Neonate (0-28 Days)
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,3,Under Fives ( 0-4 Years)
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,11,Rural
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,12,Urban
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,14,No education
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,19,First Quintile
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,20,Second Quintile
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,22,Fourth Quintile
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,23,Fifth Quintile
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,29,Total
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,68,Secondary or Higher Education
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,1023,Middle
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,1051,<20years
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,1056,20-34 years
AFR0199,Postnatal care coverage: Percentage of newborn babies who have postnatal care contact within two days following birth,1057,35-49 years
AFR0200,Institutional deliveries,9,Female
AFR0200,Institutional deliveries,11,Rural
AFR0200,Institutional deliveries,12,Urban
AFR0200,Institutional deliveries,19,First Quintile
AFR0200,Institutional deliveries,20,Second Quintile
AFR0200,Institutional deliveries,22,Fourth Quintile
AFR0200,Institutional deliveries,23,Fifth Quintile
AFR0200,Institutional deliveries,29,Total
AFR0200,Institutional deliveries,66,Female (15-49 years)
AFR0200,Institutional deliveries,1023,Middle
AFR0200,Institutional deliveries,1051,<20years
AFR0200,Institutional deliveries,1056,20-34 years
AFR0200,Institutional deliveries,1057,35-49 years
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],5,Adolescents (10-19 Years)
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],9,Female
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],11,Rural
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],12,Urban
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],14,No education
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],15,Primary Education
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],19,First Quintile
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],20,Second Quintile
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],21,Third Quintile
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],22,Fourth Quintile
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],23,Fifth Quintile
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],26,25-64 years
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],27,65+ years
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],28,Both sexes (male and female)
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],29,Total
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],66,Female (15-49 years)
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],68,Secondary or Higher Education
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],69,Secondary Education
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],1051,<20years
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],1056,20-34 years
AFR0201,Proportion of births attended by skilled health personnel [SDG 3.1.2],1057,35-49 years
AFR0202,Timing of first ANC visit,9,Female
AFR0202,Timing of first ANC visit,11,Rural
AFR0202,Timing of first ANC visit,12,Urban
AFR0202,Timing of first ANC visit,29,Total
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),9,Female
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),11,Rural
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),12,Urban
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),19,First Quintile
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),20,Second Quintile
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),22,Fourth Quintile
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),23,Fifth Quintile
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),29,Total
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),66,Female (15-49 years)
AFR0203,Percentage of pregnant women that made four ANC visits (Fourth ANC visit),1023,Middle
AFR0204,Percentage of pregnant women that made at least three ANC visits (Third ANC visit),66,Female (15-49 years)
AFR0205,Percentage of pregnant women that made at least two ANC visits (second ANC visit),11,Rural
AFR0205,Percentage of pregnant women that made at least two ANC visits (second ANC visit),12,Urban
AFR0205,Percentage of pregnant women that made at least two ANC visits (second ANC visit),29,Total
AFR0205,Percentage of pregnant women that made at least two ANC visits (second ANC visit),66,Female (15-49 years)
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),9,Female
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),11,Rural
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),12,Urban
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),19,First Quintile
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),20,Second Quintile
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),22,Fourth Quintile
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),23,Fifth Quintile
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),29,Total
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),66,Female (15-49 years)
AFR0206,Percentage of pregnant women that made at least one ANC visit (first ANC visit),1023,Middle
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],9,Female
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],11,Rural
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],12,Urban
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],14,No education
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],15,Primary Education
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],19,First Quintile
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],20,Second Quintile
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],21,Third Quintile
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],22,Fourth Quintile
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],23,Fifth Quintile
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],29,Total
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],66,Female (15-49 years)
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],68,Secondary or Higher Education
AFR0207,Demand for family planning satisfied with modern methods [SDG 3.7.1],69,Secondary Education
AFR0208,Contraceptive prevalence rate,9,Female
AFR0208,Contraceptive prevalence rate,11,Rural
AFR0208,Contraceptive prevalence rate,12,Urban
AFR0208,Contraceptive prevalence rate,29,Total
AFR0208,Contraceptive prevalence rate,66,Female (15-49 years)
AFR0208,Contraceptive prevalence rate,129,Married women
AFR0212,Effective hypertensive treatment coverage,29,Total
AFR0213,Effective PMTCT coverage,9,Female
AFR0214,ART retention rate,28,Both sexes (male and female)
AFR0216,TB treatment success rate,28,Both sexes (male and female)
AFR0216,TB treatment success rate,29,Total
AFR0217,Fresh stillbirth rate,2,Infants (0-11 Months)
AFR0217,Fresh stillbirth rate,29,Total
AFR0218,Maternal death review coverage (%),9,Female
AFR0219,Institutional maternal mortality ratio (per 100 000 deliveries),29,Total
AFR0219,Institutional maternal mortality ratio (per 100 000 deliveries),66,Female (15-49 years)
AFR0220,Readiness for blood transfusion,29,Total
AFR0220,Readiness for blood transfusion,999,Not Applicable
AFR0221,Readiness for basic surgical care,29,Total
AFR0221,Readiness for basic surgical care,999,Not Applicable
AFR0222,Readiness for adolescent health services,29,Total
AFR0222,Readiness for adolescent health services,999,Not Applicable
AFR0223,TB treatment completion rate,29,Total
AFR0224,Skilled birth attendance - postnatal care dropout,66,Female (15-49 years)
AFR0225,ANC dropout rate (ANC1-ANC 4),66,Female (15-49 years)
AFR0226,DTP dropout rate (DTP1 -DPT3),2,Infants (0-11 Months)
AFR0226,DTP dropout rate (DTP1 -DPT3),28,Both sexes (male and female)
AFR0226,DTP dropout rate (DTP1 -DPT3),29,Total
AFR0227,Tuberculosis diagnosis and treatment,29,Total
AFR0229,Service availability index (%) (high-level indicator),999,Not Applicable
AFR0231,Hospital bed density (per 10 000 population),999,Not Applicable
AFR0232,"Health facility density and distribution (per 10,000 population)",29,Total
AFR0232,"Health facility density and distribution (per 10,000 population)",999,Not Applicable
AFR0234,Presence and quality of national M&E plan / HIS strategic plan / digital health strategy,29,Total
AFR0234,Presence and quality of national M&E plan / HIS strategic plan / digital health strategy,999,Not Applicable
AFR0235,Public access to data/open data,999,Not Applicable
AFR0236,Health worker density and distribution [SDG 3.c.1],29,Total
AFR0236,Health worker density and distribution [SDG 3.c.1],32,Dentistry
AFR0236,Health worker density and distribution [SDG 3.c.1],999,Not Applicable
AFR0237,Functional system of health accounts based on international standards,29,Total
AFR0237,Functional system of health accounts based on international standards,999,Not Applicable
AFR0239,Functional facility/community/patient reporting system in place based on key criteria,999,Not Applicable
AFR0240,Annual statistic for selected indicators derived from facility data,999,Not Applicable
AFR0241,Functional system to generate cause-of-death statistics,999,Not Applicable
AFR0242,Percentage of deaths occurring with cause of death according to international standards,65,Both sexes (15-49 yeras)
AFR0245,Completeness of birth registration (%),28,Both sexes (male and female)
AFR0245,Completeness of birth registration (%),999,Not Applicable
AFR0247,Existence of a system of regular & comprehensive population health surveys that meets international standards,999,Not Applicable
AFR0248,Latest data to monitor the health- related SDGs /UHC are available as per recommended schedule,999,Not Applicable
AFR0249,Rational use of health products,999,Not Applicable
AFR0249,Rational use of health products,1028,Encounters with an antibiotic prescribed
AFR0249,Rational use of health products,1029,Encounters with an injection prescribed
AFR0249,Rational use of health products,1030,Encounters with medicines prescribed by generic names
AFR0249,Rational use of health products,1032,Average number of medicines per encounter
AFR0250,Existence of national health sector policy/strategy/plan,999,Not Applicable
AFR0251,International Health Regulations (IHR) core capacities index - [SDG 3.d.1],28,Both sexes (male and female)
AFR0251,International Health Regulations (IHR) core capacities index - [SDG 3.d.1],29,Total
AFR0251,International Health Regulations (IHR) core capacities index - [SDG 3.d.1],999,Not Applicable
AFR0253,"Pharmacists (per 10,000 population)",28,Both sexes (male and female)
AFR0255,Access to a core set of relevant essential medicines [SDG 3.b.3],29,Total
AFR0257,Out-of-Pocket expenditure (OOP) per capita in PPP int$,28,Both sexes (male and female)
AFR0257,Out-of-Pocket expenditure (OOP) per capita in PPP int$,999,Not Applicable
AFR0258,Out-of-Pocket expenditure (OOP) per capita in US$,109,Female (15-19 years)
AFR0258,Out-of-Pocket expenditure (OOP) per capita in US$,999,Not Applicable
AFR0259,Out-of-pocket expenditure as percentage of current health expenditure (CHE) (%),999,Not Applicable
AFR0260,Domestic general government health expenditure (GGHE-D) as percentage of general government expenditure (GGE) (%),999,Not Applicable
AFR0261,Domestic private health expenditure (PVT-D) as percentage of current health expenditure (CHE) (%),999,Not Applicable
AFR0262,Current health expenditure (CHE) per capita in PPP int$,999,Not Applicable
AFR0263,Current health expenditure (CHE) per capita in US$,999,Not Applicable
AFR0266,Total Health Expenditure (THE) per Capita in Int$ (Purchasing Power Parity),999,Not Applicable
AFR0267,Total Health Expenditure (THE) per Capita in US$,999,Not Applicable
AFR0268,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),109,Female (15-19 years)
AFR0268,Out-of-pocket (OOPS) as % of Current Health Expenditure (CHE),999,Not Applicable
AFR0269,Out of Pocket Expenditure (OOPS) as % of Total Health Expenditure (THE),999,Not Applicable
AFR0270,Social Health Insurance (SHI) as % of Current Health Expenditure (CHE),28,Both sexes (male and female)
AFR0271,External Resources on Health as % of Total Health Expenditure (THE),999,Not Applicable
AFR0272,General Government Health Expenditure (GGHE) as % of Total health expenditure (GGE),999,Not Applicable
AFR0274,Domestic general government health expenditure (GGHE-D) as percentage of current health expenditure (CHE),999,Not Applicable
AFR0277,Services management,999,Not Applicable
AFR0278,Supervision mechanisms for service delivery,999,Not Applicable
AFR0279,Health facility density and distribution,999,Not Applicable
AFR0280,Health management and support workers density (per 1000 population),28,Both sexes (male and female)
AFR0280,Health management and support workers density (per 1000 population),999,Not Applicable
AFR0281,Community health workers density (per 1000 population),28,Both sexes (male and female)
AFR0281,Community health workers density (per 1000 population),999,Not Applicable
AFR0282,Environmental and public health workers density (per 1000 population),28,Both sexes (male and female)
AFR0282,Environmental and public health workers density (per 1000 population),999,Not Applicable
AFR0283,Laboratory health workers density (per 1000 population),28,Both sexes (male and female)
AFR0283,Laboratory health workers density (per 1000 population),999,Not Applicable
AFR0284,Pharmaceutical personnel density (per 1000 population),28,Both sexes (male and female)
AFR0284,Pharmaceutical personnel density (per 1000 population),999,Not Applicable
AFR0285,Dentistry personnel density (per 1000 population),28,Both sexes (male and female)
AFR0286,Nursing and midwifery personnel density (per 1000 population),28,Both sexes (male and female)
AFR0286,Nursing and midwifery personnel density (per 1000 population),29,Total
AFR0286,Nursing and midwifery personnel density (per 1000 population),999,Not Applicable
AFR0287,Physicians density (per 1000 population),28,Both sexes (male and female)
AFR0287,Physicians density (per 1000 population),999,Not Applicable
AFR0288,"Core health workforce density (per 1,000 population) (doctors, nurses/midwives, and clinical officers/physician assistants)",999,Not Applicable
AFR0291,Population using safely managed sanitation services [SDG 6.2.1a/6.2.1b],11,Rural
AFR0291,Population using safely managed sanitation services [SDG 6.2.1a/6.2.1b],12,Urban
AFR0291,Population using safely managed sanitation services [SDG 6.2.1a/6.2.1b],28,Both sexes (male and female)
AFR0291,Population using safely managed sanitation services [SDG 6.2.1a/6.2.1b],29,Total
AFR0292,Population using safely managed drinking-water services [SDG 6.1.1],8,Male
AFR0292,Population using safely managed drinking-water services [SDG 6.1.1],9,Female
AFR0292,Population using safely managed drinking-water services [SDG 6.1.1],11,Rural
AFR0292,Population using safely managed drinking-water services [SDG 6.1.1],12,Urban
AFR0292,Population using safely managed drinking-water services [SDG 6.1.1],28,Both sexes (male and female)
AFR0292,Population using safely managed drinking-water services [SDG 6.1.1],29,Total
AFR0293,Adolescent birth rate [SDG 3.7.2],5,Adolescents (10-19 Years)
AFR0293,Adolescent birth rate [SDG 3.7.2],9,Female
AFR0293,Adolescent birth rate [SDG 3.7.2],93,Male (25-29 years)
AFR0294,Social security funds as % of General government health expenditure (GGHE),999,Not Applicable
AFR0295,Sexual violence against children [SDG 16.2.3],8,Male
AFR0295,Sexual violence against children [SDG 16.2.3],9,Female
AFR0296,Non-partner sexual violence prevalence [SDG 5.2.2],66,Female (15-49 years)
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],9,Female
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],11,Rural
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],12,Urban
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],28,Both sexes (male and female)
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],29,Total
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],109,Female (15-19 years)
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],110,Female (20-24 years)
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],111,Female (25-29 years)
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],1053,30-39 years
AFR0297,Intimate partner violence prevalence [SDG 5.2.1],1054,40-49 years
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],9,Female
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],11,Rural
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],12,Urban
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],66,Female (15-49 years)
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],109,Female (15-19 years)
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],110,Female (20-24 years)
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],111,Female (25-29 years)
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],112,Female (30-34 years)
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],113,Female (35-39 years)
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],114,Female (40-44 years)
AFR0298,Prevalence of female genital mutilation/cutting [SDG 5.3.2],115,Female (45-49 years)
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",9,Female
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",66,Female (15-49 years)
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",73,15-19 years
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",74,20-24 years
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",75,25-29 years
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",76,30-34 years
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",77,35-39 years
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",78,40-44 years
AFR0299,"Prevalence of anaemia in women aged 15-49, by age and pregnancy status",79,45-49 years
AFR0300,Anaemia prevalence in children,3,Under Fives ( 0-4 Years)
AFR0300,Anaemia prevalence in children,8,Male
AFR0300,Anaemia prevalence in children,9,Female
AFR0300,Anaemia prevalence in children,11,Rural
AFR0300,Anaemia prevalence in children,12,Urban
AFR0300,Anaemia prevalence in children,28,Both sexes (male and female)
AFR0300,Anaemia prevalence in children,1042,>5 years
AFR0300,Anaemia prevalence in children,1058,6-8 months
AFR0300,Anaemia prevalence in children,1059,9-11 months
AFR0300,Anaemia prevalence in children,1060,12-17 months
AFR0300,Anaemia prevalence in children,1061,18-23 months
AFR0300,Anaemia prevalence in children,1062,24-35 months
AFR0300,Anaemia prevalence in children,1063,36-47 months
AFR0300,Anaemia prevalence in children,1065,48-59 months
AFR0301,Children aged under 5 years who are overweight [SDG 2.2.2],28,Both sexes (male and female)
AFR0302,Children under 5 years who are wasted [SDG 2.2.2],8,Male
AFR0302,Children under 5 years who are wasted [SDG 2.2.2],9,Female
AFR0302,Children under 5 years who are wasted [SDG 2.2.2],11,Rural
AFR0302,Children under 5 years who are wasted [SDG 2.2.2],12,Urban
AFR0302,Children under 5 years who are wasted [SDG 2.2.2],28,Both sexes (male and female)
AFR0303,Children under 5 years who are stunted [SDG 2.2.1],8,Male
AFR0303,Children under 5 years who are stunted [SDG 2.2.1],9,Female
AFR0303,Children under 5 years who are stunted [SDG 2.2.1],11,Rural
AFR0303,Children under 5 years who are stunted [SDG 2.2.1],12,Urban
AFR0303,Children under 5 years who are stunted [SDG 2.2.1],28,Both sexes (male and female)
AFR0304,Incidence of low birth weight among newborns,11,Rural
AFR0304,Incidence of low birth weight among newborns,12,Urban
AFR0304,Incidence of low birth weight among newborns,28,Both sexes (male and female)
AFR0304,Incidence of low birth weight among newborns,1004,Both sexes (0-28 Days)
AFR0305,Early initiation of breastfeeding (%),1,Neonate (0-28 Days)
AFR0305,Early initiation of breastfeeding (%),8,Male
AFR0305,Early initiation of breastfeeding (%),9,Female
AFR0305,Early initiation of breastfeeding (%),11,Rural
AFR0305,Early initiation of breastfeeding (%),12,Urban
AFR0305,Early initiation of breastfeeding (%),28,Both sexes (male and female)
AFR0305,Early initiation of breastfeeding (%),29,Total
AFR0305,Early initiation of breastfeeding (%),1004,Both sexes (0-28 Days)
AFR0306,Prevalence of exclusive breastfeeding in infants aged six months or less (Exclusive BF),28,Both sexes (male and female)
AFR0306,Prevalence of exclusive breastfeeding in infants aged six months or less (Exclusive BF),1005,Infants (0-6 Months)
AFR0306,Prevalence of exclusive breastfeeding in infants aged six months or less (Exclusive BF),1040,Less 6 months
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),8,Male
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),9,Female
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),28,Both sexes (male and female)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),29,Total
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),91,Male ((15-19 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),92,Male (20-24 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),93,Male (25-29 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),94,Male (30-34 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),95,Male (35-39 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),96,Male (40-44 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),97,Male (45-49 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),109,Female (15-19 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),110,Female (20-24 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),111,Female (25-29 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),112,Female (30-34 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),113,Female (35-39 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),114,Female (40-44 years)
AFR0307,Tobacco use among persons aged 15+ years - [SDG 3.a.1] (Also: adolescents),115,Female (45-49 years)
AFR0308,Age-standardized prevalence of insufficiently physically active persons aged 18+ years,8,Male
AFR0308,Age-standardized prevalence of insufficiently physically active persons aged 18+ years,9,Female
AFR0308,Age-standardized prevalence of insufficiently physically active persons aged 18+ years,28,Both sexes (male and female)
AFR0308,Age-standardized prevalence of insufficiently physically active persons aged 18+ years,29,Total
AFR0310,Total alcohol per capita (age 15+ years) consumption [SDG 3.5.2],8,Male
AFR0310,Total alcohol per capita (age 15+ years) consumption [SDG 3.5.2],9,Female
AFR0310,Total alcohol per capita (age 15+ years) consumption [SDG 3.5.2],28,Both sexes (male and female)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,8,Male
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,9,Female
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,28,Both sexes (male and female)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,29,Total
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,41,Both sexes (18+ years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,43,Female (18+ years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,44,Male (18+ years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,91,Male ((15-19 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,92,Male (20-24 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,93,Male (25-29 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,94,Male (30-34 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,95,Male (35-39 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,96,Male (40-44 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,97,Male (45-49 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,109,Female (15-19 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,110,Female (20-24 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,111,Female (25-29 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,112,Female (30-34 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,113,Female (35-39 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,114,Female (40-44 years)
AFR0311,Age-standardized prevalence of raised blood pressure among persons aged 18+ years,115,Female (45-49 years)
AFR0312,Prevalence of raised blood cholesterol,29,Total
AFR0313,Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose,8,Male
AFR0313,Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose,9,Female
AFR0313,Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose,28,Both sexes (male and female)
AFR0313,Age-standardized prevalence of raised blood glucose/diabetes among persons aged 18+ years or on medication for raised blood glucose,29,Total
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,9,Female
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,11,Rural
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,12,Urban
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,14,No education
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,15,Primary Education
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,19,First Quintile
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,20,Second Quintile
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,21,Third Quintile
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,22,Fourth Quintile
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,23,Fifth Quintile
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,29,Total
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,66,Female (15-49 years)
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,68,Secondary or Higher Education
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,69,Secondary Education
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,1023,Middle
AFR0314,Percentage of women who received postnatal (postpartum care) within two days of child birth,1051,<20years
